 beta-PtO2, orthorhombic, PDF# 43-1045          Feff8L (EXAFS)       0.1
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=78 Rmt= 1.303 Rnm= 1.388 L3 shell
 Pot 1 Z=78 Rmt= 1.307 Rnm= 1.400
 Pot 2 Z= 8 Rmt= 0.993 Rnm= 1.061
 Gam_ch=5.171E+00 H-L exch
 Mu= 6.451E+00 kf=2.428E+00 Vint=-1.600E+01 Rs_int= 1.494
 PATH  Rmax=10.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
    file        sig2   amp ratio    deg    nlegs  r effective
 feff0218.dat 0.00000     4.225     8.000     3   7.0228
 feff0219.dat 0.00000     6.391     8.000     3   7.0287
 feff0220.dat 0.00000     4.623     4.000     2   7.0338
 feff0221.dat 0.00000     5.457     8.000     3   7.0632
 feff0222.dat 0.00000     4.451     4.000     2   7.1035
 feff0223.dat 0.00000    18.470     8.000     2   7.1090
 feff0224.dat 0.00000     6.180     8.000     3   7.1090
 feff0225.dat 0.00000    69.540    16.000     3   7.1090
 feff0226.dat 0.00000    10.280     8.000     4   7.1090
 feff0228.dat 0.00000    68.410     8.000     4   7.1090
 feff0229.dat 0.00000     3.079     8.000     3   7.1102
 feff0230.dat 0.00000     4.391     4.000     2   7.1283
 feff0231.dat 0.00000     5.303     8.000     3   7.1282
 feff0232.dat 0.00000     4.066     8.000     3   7.1311
 feff0233.dat 0.00000     2.805     8.000     4   7.1435
 feff0235.dat 0.00000     4.994     8.000     3   7.1674
 feff0236.dat 0.00000     3.433     8.000     4   7.1686
 feff0237.dat 0.00000     3.053     8.000     3   7.1699
 feff0239.dat 0.00000     2.895     8.000     3   7.2566
 feff0240.dat 0.00000     2.959     8.000     3   7.2566
 feff0241.dat 0.00000     4.833     8.000     4   7.2566
 feff0242.dat 0.00000     4.889     8.000     4   7.2566
 feff0243.dat 0.00000     4.096     4.000     2   7.2570
 feff0244.dat 0.00000     2.878     8.000     3   7.2574
 feff0245.dat 0.00000     2.962     8.000     3   7.2574
 feff0246.dat 0.00000     4.805     8.000     4   7.2574
 feff0247.dat 0.00000     4.897     8.000     4   7.2574
 feff0248.dat 0.00000     5.087     8.000     3   7.2617
 feff0249.dat 0.00000     2.930     8.000     3   7.2632
 feff0250.dat 0.00000    17.160     8.000     2   7.2695
 feff0251.dat 0.00000     6.432     8.000     3   7.2749
 feff0252.dat 0.00000     4.022     4.000     2   7.2909
 feff0253.dat 0.00000     3.447     8.000     3   7.3117
 feff0257.dat 0.00000     4.803     8.000     4   7.3280
 feff0258.dat 0.00000     4.807     8.000     4   7.3280
 feff0259.dat 0.00000    16.640     8.000     2   7.3369
 feff0260.dat 0.00000     3.612     8.000     3   7.3802
 feff0261.dat 0.00000     3.571     8.000     3   7.3802
 feff0263.dat 0.00000     3.618     8.000     3   7.3830
 feff0264.dat 0.00000     7.267     8.000     3   7.3830
 feff0265.dat 0.00000     5.546     8.000     3   7.4069
 feff0266.dat 0.00000     5.256     8.000     3   7.4069
 feff0267.dat 0.00000     3.963     8.000     3   7.4375
 feff0268.dat 0.00000     3.422     8.000     3   7.4375
 feff0269.dat 0.00000     3.015     8.000     3   7.4720
 feff0271.dat 0.00000     3.340     8.000     4   7.4751
 feff0272.dat 0.00000     4.169     4.000     4   7.4751
 feff0274.dat 0.00000     4.446     8.000     4   7.5691
 feff0275.dat 0.00000     3.366     4.000     2   7.6274
 feff0278.dat 0.00000     3.291     4.000     2   7.6709
 feff0279.dat 0.00000     3.127     8.000     3   7.6790
 feff0280.dat 0.00000    12.820     8.000     3   7.6790
 feff0281.dat 0.00000     5.201     8.000     4   7.6870
 feff0282.dat 0.00000    12.770     4.000     4   7.6870
 feff0283.dat 0.00000     3.975     8.000     3   7.6957
 feff0284.dat 0.00000     2.762     8.000     4   7.6957
 feff0285.dat 0.00000    11.030     8.000     4   7.6957
 feff0286.dat 0.00000     7.925     8.000     4   7.7037
 feff0287.dat 0.00000     7.039     4.000     2   7.7100
 feff0290.dat 0.00000     4.382     8.000     3   7.7376
 feff0291.dat 0.00000     6.941     4.000     2   7.7418
 feff0292.dat 0.00000     3.137     4.000     2   7.7631
 feff0293.dat 0.00000     4.367     8.000     3   7.7901
 feff0294.dat 0.00000     3.523     8.000     3   7.7901
 feff0295.dat 0.00000     3.041     4.000     2   7.8228
 feff0296.dat 0.00000     3.483     8.000     3   7.8289
 feff0297.dat 0.00000     4.207     8.000     3   7.8670
 feff0298.dat 0.00000     4.168     8.000     4   7.9003
 feff0299.dat 0.00000     4.158     8.000     3   7.9231
 feff0300.dat 0.00000     6.808     8.000     3   7.9705
 feff0301.dat 0.00000     3.403     8.000     3   7.9705
 feff0302.dat 0.00000     4.418     4.000     4   8.0025
 feff0303.dat 0.00000     3.900     8.000     4   8.0025
 feff0305.dat 0.00000     5.188     8.000     4   8.1070
 feff0306.dat 0.00000     3.599     8.000     4   8.1389
 feff0307.dat 0.00000     3.415     8.000     3   8.2149
 feff0308.dat 0.00000     3.949     8.000     3   8.2937
 feff0309.dat 0.00000     4.484     4.000     3   8.3623
 feff0310.dat 0.00000     3.612     4.000     4   8.3690
 feff0311.dat 0.00000     4.466     2.000     4   8.3690
 feff0312.dat 0.00000     3.690     4.000     4   8.3751
