PATH  Rmax=10.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
     1    2   2.000  index, nleg, degeneracy, r=  1.9891
      x           y           z     ipot  label      rleg      beta        eta
    0.000000   -4.538500    0.000000   1 'Pt    '     4.5385  142.9954    0.0000
   -1.197200   -2.950030    0.000000   2 'O     '     1.9891   59.0933    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     3.1837  157.9114    0.0000
    59    2   4.000  index, nleg, degeneracy, r=  4.8665
      x           y           z     ipot  label      rleg      beta        eta
   -1.044750   -0.680780    4.704000   2 'O     '     4.8665  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     4.8665  180.0000    0.0000
    60    3   8.000  index, nleg, degeneracy, r=  4.8665
      x           y           z     ipot  label      rleg      beta        eta
   -1.197200   -2.950030    0.000000   2 'O     '     3.1837  157.7404    0.0000
    1.044750    0.680780   -1.568000   2 'O     '     4.5462  142.9883    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     2.0034   59.2713    0.0000
    61    4   4.000  index, nleg, degeneracy, r=  4.8716
      x           y           z     ipot  label      rleg      beta        eta
    1.197200   -1.588480    0.000000   2 'O     '     1.9891  136.0215    0.0000
   -1.044750   -0.680780    1.568000   2 'O     '     2.8825  180.0000    0.0000
    1.197200   -1.588480    0.000000   2 'O     '     2.8825  136.0215    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     1.9891  180.0000    0.0000
    62    4   4.000  index, nleg, degeneracy, r=  4.8859
      x           y           z     ipot  label      rleg      beta        eta
   -1.044750   -0.680780    1.568000   2 'O     '     2.0034  136.4144    0.0000
    1.197200   -1.588480    0.000000   2 'O     '     2.8825  180.0000    0.0000
   -1.044750   -0.680780    1.568000   2 'O     '     2.8825  136.4144    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     2.0034  180.0000    0.0000
    63    4   4.000  index, nleg, degeneracy, r=  4.8859
      x           y           z     ipot  label      rleg      beta        eta
    1.044750    0.680780    1.568000   2 'O     '     2.0034   20.2222    0.0000
    3.286700    1.588480    3.136000   2 'O     '     2.8825  180.0000    0.0000
